player_cnt,nationality,birthcity,city_ascii,iso3,latitude,longitude
1,LVA,Latvia                                       ,NULL,NULL,NULL,NULL
1,CAN,Cold Lake                                    ,NULL,NULL,NULL,NULL
2,CAN,Simcoe                                       ,NULL,NULL,NULL,NULL
1,CAN,Val D'or                                     ,NULL,NULL,NULL,NULL
1,SWE,Kalix                                        ,NULL,NULL,NULL,NULL
5,CAN,Cambridge                                    ,NULL,NULL,NULL,NULL
1,CAN,East St. Paul                                ,NULL,NULL,NULL,NULL
1,CAN,Salmon Arm                                   ,NULL,NULL,NULL,NULL
1,CAN,Oliver                                       ,NULL,NULL,NULL,NULL
1,CAN,Huntsville                                   ,NULL,NULL,NULL,NULL
1,FIN,Narva                                        ,NULL,NULL,NULL,NULL
2,USA,Baudette                                     ,NULL,NULL,NULL,NULL
1,CAN,Ancienne-Lorette                             ,NULL,NULL,NULL,NULL
5,RUS,Yaroslavl                                    ,NULL,NULL,NULL,NULL
2,CAN,Almonte                                      ,NULL,NULL,NULL,NULL
1,CAN,Halkirk                                      ,NULL,NULL,NULL,NULL
1,CAN,Brock                                        ,NULL,NULL,NULL,NULL
1,FIN,Kalajoki                                     ,NULL,NULL,NULL,NULL
1,USA,Hilton Head Isl.                             ,NULL,NULL,NULL,NULL
1,AUS,Cardiff                                      ,NULL,NULL,NULL,NULL
1,SWE,Danderyd                                     ,NULL,NULL,NULL,NULL
2,CZE,Vlasim                                       ,NULL,NULL,NULL,NULL
1,CAN,Cap-Rouge                                    ,NULL,NULL,NULL,NULL
1,SWE,Molnlycke                                    ,NULL,NULL,NULL,NULL
2,FIN,Espoo                                        ,NULL,NULL,NULL,NULL
1,CAN,Lac-Beauport                                 ,NULL,NULL,NULL,NULL
1,SVK,Eisenstadt                                   ,NULL,NULL,NULL,NULL
1,USA,South St. Pau                                ,NULL,NULL,NULL,NULL
6,CAN,Lloydminster                                 ,NULL,NULL,NULL,NULL
1,CAN,Beaverlodge                                  ,NULL,NULL,NULL,NULL
1,CAN,Listowel                                     ,NULL,NULL,NULL,NULL
1,CAN,Sauble Beach                                 ,NULL,NULL,NULL,NULL
1,CAN,Nesbitt                                      ,NULL,NULL,NULL,NULL
1,FIN,Hämeenlinna                                  ,NULL,NULL,NULL,NULL
1,DEU,Calw                                         ,NULL,NULL,NULL,NULL
1,USA,Quebec City                                  ,NULL,NULL,NULL,NULL
3,CAN,Langley                                      ,NULL,NULL,NULL,NULL
3,CAN,Guelph                                       ,NULL,NULL,NULL,NULL
1,DEU,Freiburg                                     ,NULL,NULL,NULL,NULL
1,BLR,Mogilev                                      ,NULL,NULL,NULL,NULL
3,CAN,Sicamous                                     ,NULL,NULL,NULL,NULL
1,CAN,Buffalo                                      ,NULL,NULL,NULL,NULL
1,RUS,Krasnojarsk                                  ,NULL,NULL,NULL,NULL
1,SVK,Cadca                                        ,NULL,NULL,NULL,NULL
2,CAN,Thornhill                                    ,NULL,NULL,NULL,NULL
10,CAN,Brampton                                     ,NULL,NULL,NULL,NULL
2,CAN,King City                                    ,NULL,NULL,NULL,NULL
1,CAN,Vanier                                       ,NULL,NULL,NULL,NULL
1,DEU,Schwenningen                                 ,NULL,NULL,NULL,NULL
1,NA ,Pelhrimov                                    ,NULL,NULL,NULL,NULL
1,CAN,Maple Creek                                  ,NULL,NULL,NULL,NULL
1,CAN,Granby                                       ,NULL,NULL,NULL,NULL
1,CAN,Strathmore                                   ,NULL,NULL,NULL,NULL
2,CZE,Havirov                                      ,NULL,NULL,NULL,NULL
1,USA,Sanbornville                                 ,NULL,NULL,NULL,NULL
2,CAN,Spruce Grove                                 ,NULL,NULL,NULL,NULL
7,CAN,Markham                                      ,NULL,NULL,NULL,NULL
1,DEU,Kaufbeuren                                   ,NULL,NULL,NULL,NULL
1,CAN,St. Sauveur                                  ,NULL,NULL,NULL,NULL
1,CAN,Fernie                                       ,NULL,NULL,NULL,NULL
1,CHE,Ozieri                                       ,NULL,NULL,NULL,NULL
1,CAN,Collingwood                                  ,NULL,NULL,NULL,NULL
1,CAN,St. Agapit                                   ,NULL,NULL,NULL,NULL
1,CAN,Aylesbury                                    ,NULL,NULL,NULL,NULL
1,USA,North Pole                                   ,NULL,NULL,NULL,NULL
1,SWE,Kvidinge                                     ,NULL,NULL,NULL,NULL
1,USA,SANDY                                        ,NULL,NULL,NULL,NULL
5,CAN,St. Catharines                               ,NULL,NULL,NULL,NULL
1,CAN,Murray River                                 ,NULL,NULL,NULL,NULL
1,CAN,St-Esprit                                    ,NULL,NULL,NULL,NULL
1,CAN,"Garden River, First Nations                  ",NULL,NULL,NULL,NULL
1,CAN,Mont Saint-Hilaire                           ,NULL,NULL,NULL,NULL
1,BLR,Potsdam                                      ,NULL,NULL,NULL,NULL
3,CAN,Airdrie                                      ,NULL,NULL,NULL,NULL
1,FIN,Oulunsalo                                    ,NULL,NULL,NULL,NULL
1,CZE,Rokycany                                     ,NULL,NULL,NULL,NULL
1,FIN,Nokia                                        ,NULL,NULL,NULL,NULL
3,CAN,Etobicoke                                    ,NULL,NULL,NULL,NULL
1,CAN,Beauceville                                  ,NULL,NULL,NULL,NULL
1,USA,Methuen                                      ,NULL,NULL,NULL,NULL
1,CAN,Saint-Narcisse                               ,NULL,NULL,NULL,NULL
1,CZE,Kadan                                        ,NULL,NULL,NULL,NULL
1,CZE,Kromeriz                                     ,NULL,NULL,NULL,NULL
3,CZE,Ceské Budejovice                             ,NULL,NULL,NULL,NULL
1,CAN,Ste-Martine                                  ,NULL,NULL,NULL,NULL
2,CAN,Stratford                                    ,NULL,NULL,NULL,NULL
1,CAN,Forestburg                                   ,NULL,NULL,NULL,NULL
1,CAN,St. Pauls                                    ,NULL,NULL,NULL,NULL
2,CAN,Stouffville                                  ,NULL,NULL,NULL,NULL
1,CAN,Lively                                       ,NULL,NULL,NULL,NULL
1,CZE,Pelhrimov                                    ,NULL,NULL,NULL,NULL
1,CAN,Port Alberni                                 ,NULL,NULL,NULL,NULL
2,AUT,Villach                                      ,NULL,NULL,NULL,NULL
1,CAN,Cobourg                                      ,NULL,NULL,NULL,NULL
1,CAN,Grand Prairie                                ,NULL,NULL,NULL,NULL
1,USA,Valencia                                     ,NULL,NULL,NULL,NULL
1,SWE,Nordingra                                    ,NULL,NULL,NULL,NULL
1,FIN,Loviisa                                      ,NULL,NULL,NULL,NULL
1,CAN,Anahim Lake                                  ,NULL,NULL,NULL,NULL
1,CAN,West Lorne                                   ,NULL,NULL,NULL,NULL
2,CAN,Amqui                                        ,NULL,NULL,NULL,NULL
1,SWE,Köping                                       ,NULL,NULL,NULL,NULL
1,CAN,Port Hope                                    ,NULL,NULL,NULL,NULL
1,CZE,Marianske Lazne                              ,NULL,NULL,NULL,NULL
1,USA,Island Park                                  ,NULL,NULL,NULL,NULL
1,CAN,Punnichy                                     ,NULL,NULL,NULL,NULL
1,GBR,Guildford                                    ,NULL,NULL,NULL,NULL
2,RUS,Kazan                                        ,NULL,NULL,NULL,NULL
1,CAN,Arthabaska                                   ,NULL,NULL,NULL,NULL
3,SWE,Malmö                                        ,NULL,NULL,NULL,NULL
1,SWE,Winnipeg                                     ,NULL,NULL,NULL,NULL
1,USA,Shelby Twp.                                  ,NULL,NULL,NULL,NULL
1,RUS,Kamenogorsk                                  ,NULL,NULL,NULL,NULL
1,CAN,Melfort                                      ,NULL,NULL,NULL,NULL
1,FRA,Ivry-sur-Seine                               ,NULL,NULL,NULL,NULL
1,SWE,Västerås                                     ,NULL,NULL,NULL,NULL
1,FIN,Lempaala                                     ,NULL,NULL,NULL,NULL
1,CAN,Lac St. Charles                              ,NULL,NULL,NULL,NULL
1,CAN,CALGARY                                      ,NULL,NULL,NULL,NULL
1,DNK,Farevejle                                    ,NULL,NULL,NULL,NULL
1,USA,Tonka Bay                                    ,NULL,NULL,NULL,NULL
